sample_idx,baseline,avg_kl,exact_match,num_masks
88,cond_argmax,21.97064971923828,0,1
88,cond_sample,22.54665184020996,0,1
88,cond_topk_rescore,1.6770666633192377e-08,1,1
88,gibbs,13.164596557617188,0,1
89,ground_truth,-3.0191415589797543e-08,1,1
89,untouched,5.550556659698486,0,1
89,random_token,2.8774030208587646,0,1
89,cond_argmax,16.913776397705078,0,1
89,cond_sample,16.720335006713867,0,1
89,cond_topk_rescore,0.7690946459770203,0,1
89,gibbs,5.550556659698486,0,1
90,ground_truth,-6.095092430769e-09,1,1
90,untouched,14.483007431030273,0,1
90,random_token,8.405627250671387,0,1
90,cond_argmax,15.219198226928711,0,1
90,cond_sample,15.219198226928711,0,1
90,cond_topk_rescore,9.818475723266602,0,1
90,gibbs,14.483007431030273,0,1
91,ground_truth,-1.29091404232895e-08,1,1
91,untouched,4.996350288391113,0,1
91,random_token,2.7607085704803467,0,1
91,cond_argmax,7.870393753051758,0,1
91,cond_sample,0.0414094440639019,0,1
91,cond_topk_rescore,7.870393753051758,0,1
91,gibbs,7.870393753051758,0,1
92,ground_truth,-1.51449057739228e-08,1,1
92,untouched,3.4585461616516113,0,1
92,random_token,3.982192039489746,0,1
92,cond_argmax,17.732227325439453,0,1
92,cond_sample,15.664135932922363,0,1
92,cond_topk_rescore,1.4850332736968994,0,1
92,gibbs,3.4585461616516113,0,1
93,ground_truth,-2.2351741790771484e-08,1,1
